age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A baker made 100 muffins. He packed 30 in boxes, sold 40, and gave 10 to friends. How many muffins remain?",20,"['Subtract packed muffins: 100 - 30 = 70', 'Subtract sold muffins: 70 - 40 = 30', 'Subtract given muffins: 30 - 10 = 20', 'Final answer: 20']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A shop has 500 ml juice bottles. 120 are sold in the morning and 150 in the afternoon. How many are left?,230,"['Subtract morning sales: 500 - 120 = 380', 'Subtract afternoon sales: 380 - 150 = 230', 'Final answer: 230']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A farmer harvested 300 kg of wheat. He sold 120 kg and stored 80 kg. How much wheat is left?,100,"['Subtract sold wheat: 300 - 120 = 180', 'Subtract stored wheat: 180 - 80 = 100', 'Final answer: 100']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A factory produces 75 toys per day. How many toys are produced in 5 days? If 100 toys are sold, how many remain?",275,"['Total toys produced: 75 × 5 = 375', 'Subtract sold toys: 375 - 100 = 275', 'Final answer: 275']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A store had 600 candies. 120 are sold on Monday and 180 on Tuesday. How many candies remain?,300,"['Subtract Monday sales: 600 - 120 = 480', 'Subtract Tuesday sales: 480 - 180 = 300', 'Final answer: 300']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A gardener planted 50 roses. He planted 25 more and gave 30 to friends. How many roses does he have now?,45,"['Add newly planted roses: 50 + 25 = 75', 'Subtract roses given: 75 - 30 = 45', 'Final answer: 45']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A school has 420 pencils. 130 are given to class A and 95 to class B. How many pencils remain?,195,"['Subtract class A pencils: 420 - 130 = 290', 'Subtract class B pencils: 290 - 95 = 195', 'Final answer: 195']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A baker made 150 muffins. He packed 50 and sold 70. How many muffins are left?,30,"['Subtract packed muffins: 150 - 50 = 100', 'Subtract sold muffins: 100 - 70 = 30', 'Final answer: 30']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Tom has 90 marbles. He loses 15 and gives 20 to his friend. How many marbles does he have left?,55,"['Subtract lost marbles: 90 - 15 = 75', 'Subtract given marbles: 75 - 20 = 55', 'Final answer: 55']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A farmer collected 200 eggs. He sold 60 and broke 15. How many eggs remain?,125,"['Subtract sold eggs: 200 - 60 = 140', 'Subtract broken eggs: 140 - 15 = 125', 'Final answer: 125']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A store has 300 bottles of juice. 75 are sold in the morning and 120 in the afternoon. How many bottles remain?,105,"['Subtract morning sales: 300 - 75 = 225', 'Subtract afternoon sales: 225 - 120 = 105', 'Final answer: 105']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A class has 40 students. 12 are absent on Monday and 8 on Tuesday. How many students were present over the two days?,20,"['Subtract Monday absentees: 40 - 12 = 28', 'Subtract Tuesday absentees: 28 - 8 = 20', 'Final answer: 20']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A carton contains 48 eggs. There are 5 cartons and 60 eggs are broken. How many eggs remain?,180,"['Total eggs: 48 × 5 = 240', 'Subtract broken eggs: 240 - 60 = 180', 'Final answer: 180']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Emma bought 15 packs of stickers. Each pack has 12 stickers. She gave 60 stickers to her friends. How many stickers remain?,120,"['Total stickers: 15 × 12 = 180', 'Subtract given stickers: 180 - 60 = 120', 'Final answer: 120']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A bus can carry 50 passengers. 4 buses are full and 30 more passengers come. How many passengers are there in total?,230,"['Passengers in 4 buses: 50 × 4 = 200', 'Add extra passengers: 200 + 30 = 230', 'Final answer: 230']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A library has 500 books. 75 are borrowed and 50 new books arrive. How many books are in the library now?,475,"['Subtract borrowed books: 500 - 75 = 425', 'Add new books: 425 + 50 = 475', 'Final answer: 475']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A factory produces 60 toys per day. How many toys are produced in 7 days? If 150 toys are sold, how many remain?",270,"['Total toys produced: 60 × 7 = 420', 'Subtract sold toys: 420 - 150 = 270', 'Final answer: 270']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A baker made 200 muffins. 80 are sold and 50 are given to friends. How many muffins remain?,70,"['Subtract sold muffins: 200 - 80 = 120', 'Subtract given muffins: 120 - 50 = 70', 'Final answer: 70']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A shop has 350 candies. 100 are sold on Monday and 125 on Tuesday. How many candies are left?,125,"['Subtract Monday sales: 350 - 100 = 250', 'Subtract Tuesday sales: 250 - 125 = 125', 'Final answer: 125']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A gardener planted 80 flowers. He planted 20 more and gave 30 to friends. How many flowers does he have now?,70,"['Add newly planted flowers: 80 + 20 = 100', 'Subtract given flowers: 100 - 30 = 70', 'Final answer: 70']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A factory produces 90 toys daily. How many toys are produced in 8 days? If 500 toys are sold, how many remain?",220,"['Total toys produced: 90 × 8 = 720', 'Subtract sold toys: 720 - 500 = 220', 'Final answer: 220']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A school has 600 pencils. 200 are given to class A and 150 to class B. How many pencils remain?,250,"['Subtract class A pencils: 600 - 200 = 400', 'Subtract class B pencils: 400 - 150 = 250', 'Final answer: 250']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A carton contains 36 eggs. There are 6 cartons and 40 eggs are broken. How many eggs remain?,176,"['Total eggs: 36 × 6 = 216', 'Subtract broken eggs: 216 - 40 = 176', 'Final answer: 176']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Jack has 150 stamps. He trades 50 and buys 25 more. How many stamps does he have now?,125,"['Subtract traded stamps: 150 - 50 = 100', 'Add bought stamps: 100 + 25 = 125', 'Final answer: 125']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A shop has 480 chocolates. 120 are sold in the morning and 150 in the afternoon. How many chocolates are left?,210,"['Subtract morning sales: 480 - 120 = 360', 'Subtract afternoon sales: 360 - 150 = 210', 'Final answer: 210']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A farmer has 300 apples. He sells 80 and collects 50 more from a neighbor. How many apples does he have now?,270,"['Subtract sold apples: 300 - 80 = 220', 'Add collected apples: 220 + 50 = 270', 'Final answer: 270']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A baker made 200 muffins. He sold 70 and packed 50. How many muffins remain?,80,"['Subtract sold muffins: 200 - 70 = 130', 'Subtract packed muffins: 130 - 50 = 80', 'Final answer: 80']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Lucy had 90 marbles. She gave 25 to her friend and lost 10. How many marbles are left?,55,"['Subtract given marbles: 90 - 25 = 65', 'Subtract lost marbles: 65 - 10 = 55', 'Final answer: 55']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A library has 600 books. 150 are borrowed and 100 new books arrive. How many books are in the library now?,550,"['Subtract borrowed books: 600 - 150 = 450', 'Add new books: 450 + 100 = 550', 'Final answer: 550']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A store has 250 toys. 60 are sold on Monday and 80 on Tuesday. How many toys remain?,110,"['Subtract Monday sales: 250 - 60 = 190', 'Subtract Tuesday sales: 190 - 80 = 110', 'Final answer: 110']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A class has 35 students. 10 are absent on Monday and 7 on Tuesday. How many students were present over the two days?,18,"['Subtract Monday absentees: 35 - 10 = 25', 'Subtract Tuesday absentees: 25 - 7 = 18', 'Final answer: 18']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A carton contains 50 eggs. There are 5 cartons and 40 eggs are broken. How many eggs remain?,210,"['Total eggs: 50 × 5 = 250', 'Subtract broken eggs: 250 - 40 = 210', 'Final answer: 210']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Emma bought 18 packs of stickers. Each pack has 15 stickers. She gave 90 stickers to her friends. How many stickers remain?,180,"['Total stickers: 18 × 15 = 270', 'Subtract given stickers: 270 - 90 = 180', 'Final answer: 180']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A bus can carry 60 passengers. 3 buses are full and 25 more passengers come. How many passengers are there in total?,205,"['Passengers in 3 buses: 60 × 3 = 180', 'Add extra passengers: 180 + 25 = 205', 'Final answer: 205']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A library has 450 books. 120 are borrowed and 80 new books arrive. How many books are in the library now?,410,"['Subtract borrowed books: 450 - 120 = 330', 'Add new books: 330 + 80 = 410', 'Final answer: 410']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A factory produces 85 toys per day. How many toys are produced in 6 days? If 300 toys are sold, how many remain?",210,"['Total toys produced: 85 × 6 = 510', 'Subtract sold toys: 510 - 300 = 210', 'Final answer: 210']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A baker made 250 muffins. 100 are sold and 80 are given to friends. How many muffins remain?,70,"['Subtract sold muffins: 250 - 100 = 150', 'Subtract given muffins: 150 - 80 = 70', 'Final answer: 70']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A store has 500 candies. 150 are sold on Monday and 200 on Tuesday. How many candies are left?,150,"['Subtract Monday sales: 500 - 150 = 350', 'Subtract Tuesday sales: 350 - 200 = 150', 'Final answer: 150']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A gardener planted 60 flowers. He planted 25 more and gave 30 to friends. How many flowers does he have now?,55,"['Add newly planted flowers: 60 + 25 = 85', 'Subtract given flowers: 85 - 30 = 55', 'Final answer: 55']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A factory produces 95 toys daily. How many toys are produced in 7 days? If 500 toys are sold, how many remain?",165,"['Total toys produced: 95 × 7 = 665', 'Subtract sold toys: 665 - 500 = 165', 'Final answer: 165']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A school has 700 pencils. 250 are given to class A and 150 to class B. How many pencils remain?,300,"['Subtract class A pencils: 700 - 250 = 450', 'Subtract class B pencils: 450 - 150 = 300', 'Final answer: 300']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A shop has 550 chocolates. 200 are sold in the morning and 150 in the afternoon. How many chocolates are left?,200,"['Subtract morning sales: 550 - 200 = 350', 'Subtract afternoon sales: 350 - 150 = 200', 'Final answer: 200']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A farmer has 400 apples. He sells 120 and collects 60 more from a neighbor. How many apples does he have now?,340,"['Subtract sold apples: 400 - 120 = 280', 'Add collected apples: 280 + 60 = 340', 'Final answer: 340']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A baker made 180 muffins. He sold 70 and packed 50. How many muffins remain?,60,"['Subtract sold muffins: 180 - 70 = 110', 'Subtract packed muffins: 110 - 50 = 60', 'Final answer: 60']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Lucy had 120 marbles. She gave 40 to her friend and lost 15. How many marbles are left?,65,"['Subtract given marbles: 120 - 40 = 80', 'Subtract lost marbles: 80 - 15 = 65', 'Final answer: 65']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A library has 700 books. 200 are borrowed and 150 new books arrive. How many books are in the library now?,650,"['Subtract borrowed books: 700 - 200 = 500', 'Add new books: 500 + 150 = 650', 'Final answer: 650']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A store has 300 toys. 80 are sold on Monday and 100 on Tuesday. How many toys remain?,120,"['Subtract Monday sales: 300 - 80 = 220', 'Subtract Tuesday sales: 220 - 100 = 120', 'Final answer: 120']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A class has 45 students. 15 are absent on Monday and 10 on Tuesday. How many students were present over the two days?,20,"['Subtract Monday absentees: 45 - 15 = 30', 'Subtract Tuesday absentees: 30 - 10 = 20', 'Final answer: 20']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A carton contains 48 eggs. There are 6 cartons and 50 eggs are broken. How many eggs remain?,238,"['Total eggs: 48 × 6 = 288', 'Subtract broken eggs: 288 - 50 = 238', 'Final answer: 238']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,Emma bought 20 packs of stickers. Each pack has 10 stickers. She gave 50 stickers to her friends. How many stickers remain?,150,"['Total stickers: 20 × 10 = 200', 'Subtract given stickers: 200 - 50 = 150', 'Final answer: 150']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A bus can carry 55 passengers. 4 buses are full and 20 more passengers come. How many passengers are there in total?,240,"['Passengers in 4 buses: 55 × 4 = 220', 'Add extra passengers: 220 + 20 = 240', 'Final answer: 240']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A library has 500 books. 100 are borrowed and 60 new books arrive. How many books are in the library now?,460,"['Subtract borrowed books: 500 - 100 = 400', 'Add new books: 400 + 60 = 460', 'Final answer: 460']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,"A factory produces 100 toys per day. How many toys are produced in 5 days? If 350 toys are sold, how many remain?",150,"['Total toys produced: 100 × 5 = 500', 'Subtract sold toys: 500 - 350 = 150', 'Final answer: 150']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A baker made 220 muffins. 90 are sold and 80 are given to friends. How many muffins remain?,50,"['Subtract sold muffins: 220 - 90 = 130', 'Subtract given muffins: 130 - 80 = 50', 'Final answer: 50']"
8-10,Mathematics,Word problems using all four operations,medium,numerical,A store has 450 candies. 120 are sold on Monday and 180 on Tuesday. How many candies are left?,150,"['Subtract Monday sales: 450 - 120 = 330', 'Subtract Tuesday sales: 330 - 180 = 150', 'Final answer: 150']"
